temporada,programa,cancion,artista,j1,j2,j3,j4,publico,bonus,final,total,j5
6,7,"All I Wanna Do, de Sheryl Crow",Lucía Jiménez,8,10.0,6,6,6,,12.0,30 (6),0
6,7,"Arriquitaun, de Lain",David Amor,6,4.0,4,4,4,,8.0,18 (4),0
6,8,"I Wanna Dance With Somebody (Who Loves Me), de Whitney Houston",Lucía Gil,9,11.0,11,12,12,,23.0,43 (11),0
6,8,"La jota de la Dolores, de Imperio Argentina",Fran Dieli,12,12.0,12,11,11,,23.0,47 (12),0
6,8,"Con los años que me quedan, de Gloria Estefan",Diana Navarro,7,7.0,8,9,10,,18.0,31 (8),0
6,8,"Stand by my woman, de Lenny Kravitz",Miquel Fernández,10,8.0,9,10,7,,16.0,37 (9),0
6,8,"You Can't Hurry Love, de Phil Collins",Raúl Pérez,8,9.0,6,5,8,,15.0,28 (7),0
6,8,"Havana, de Camila Cabello",Lucía Jiménez,11,10.0,10,6,5,,15.0,37 (10),0
6,8,"Yo, dueña de la noche, de Lucía Galán (Pimpinela)",La Terremoto de Alcorcón,6,6.0,5,7,9,,14.0,24 (5),0
6,8,"Look at me, de Geri Halliwell",Pepa Aniorte,5,5.0,7,8,6,,12.0,25 (6),0
6,8,"Mi agüita amarilla, de Pablo Carbonell (Los Toreros Muertos) (Training VIP)",David Amor,4,4.0,4,4,4,,8.0,16 (4),0
6,9,"Sign of the Times, de Harry Styles",Miquel Fernández,10,12.0,11,11,12,,23.0,44 (11),0
6,9,"Animals, de Adam Levine (Maroon 5)",Fran Dieli,11,10.0,12,12,11,,23.0,45 (12),0
6,9,"Sueño imposible, de Paloma San Basilio",Diana Navarro,12,11.0,10,9,10,,20.0,42 (10),0
6,9,Dance Me to the End of Love de Leonard Cohen,Raúl Pérez,9,9.0,9,10,9,,18.0,37 (9),0
6,9,"Andar conmigo, de Julieta Venegas",Lucía Jiménez,7,7.0,8,8,8,,16.0,30 (8),0
6,9,"Viva la gente, de Rosalía Garrido",La Terremoto de Alcorcón,5,8.0,4,5,6,,12.0,22 (6),0
6,9,"Desde mi libertad, de Ana Belén",Pepa Aniorte,6,4.0,6,4,7,,11.0,20 (4),0
6,9,"Look What You Made Me Do, de Taylor Swift",Lucía Gil,8,6.0,7,6,4,,11.0,27 (7),0
6,9,"Sangre caliente, de Kiko Rivera (Training VIP)",David Amor,4,5.0,5,7,5,,10.0,21 (5),0
6,10,"Life on Mars?, de David Bowie",Miquel Fernández,12,12.0,11,11,12,,24.0,46 (12),0
6,10,"Take on Me, de Morten Harket (A-Ha)",Fran Dieli,11,11.0,10,12,11,,22.0,44 (11),0
6,10,"Sopa de caracol, de Julio Ardón (Banda Blanca)",David Amor,9,7.0,12,9,10,,20.0,37 (10),0
6,10,"Natural Woman, de Carole King",Lucía Jiménez,10,9.0,7,10,9,,18.0,36 (9),0
6,10,"El talismán, de Rosana",Pepa Aniorte,7,8.0,9,8,8,,15.0,32 (7),0
6,10,"Para no verte más, de Guillermo Novellis (La Mosca Tsé-Tsé)",Raúl Pérez,6,6.0,4,5,7,,12.0,21 (5),0
6,10,"Travesuras, de Nicky Jam",Lucía Gil,5,5.0,6,6,6,,12.0,22 (6),0
6,10,"Halo, de Beyoncé",Diana Navarro,8,10.0,8,7,4,,12.0,33 (8),0
6,10,All the Lovers de Kylie Minogue,La Terremoto de Alcorcón,4,4.0,5,4,5,,9.0,17 (4),0
6,11,"Frente a frente, de Jeanette",Lucía Gil,11,11.0,7,10,11,,22.0,39 (11),0
6,11,"Say You Won't Let Go, de James Arthur",Raúl Pérez,10,9.0,10,8,10,,20.0,37 (10),0
6,11,"More Than Words, de Gary Cherone (Extreme)",Miquel Fernández,6,6.0,9,9,12,,19.0,30 (7),0
6,11,"Las vespas, de Concha Velasco",Diana Navarro,12,12.0,12,11,7,,19.0,47 (12),0
6,11,"I Don't Want A Lover, de Sharleen Spiteri (Texas)",Lucía Jiménez,8,10.0,11,6,9,,17.0,35 (8),0
6,11,"Vente pa' ca, de Ricky Martin",Fran Dieli,9,8.0,6,12,8,,17.0,35 (9),0
6,11,"Ring My Bell, de Anita Ward",La Terremoto de Alcorcón,7,5.0,5,7,6,,11.0,24 (5),0
6,11,"Mediterráneo, de Lolita Flores con Secun de la Rosa como Joan Manuel Serrat (Trae un amigo)",Pepa Aniorte,5,7.0,8,5,5,,11.0,25 (6),0
6,11,"Tarzan Boy, de Jimmy McShane (Baltimora)",David Amor,4,4.0,4,4,4,,8.0,16 (4),0
6,12,"New York, New York, de Liza Minnelli con Edu Soto como Luciano Pavarotti (Trae un amigo)",Lucía Jiménez,12,12.0,12,12,10,,22.0,48 (12),0
6,12,"Otro amor vendrá, de Lara Fabian",Diana Navarro,10,9.0,7,10,12,,21.0,36 (9),0
6,12,"Dream On, de Steven Tyler  (Aerosmith)",Miquel Fernández,9,11.0,11,8,11,,21.0,39 (10),0
6,12,"Soy la vedette, de Gracita Morales",La Terremoto de Alcorcón,11,10.0,10,11,8,,19.0,42 (11),0
6,12,"Quiero ser, de Amaia Montero",Raúl Pérez,7,8.0,9,9,9,,17.0,33 (8),0
6,12,"Oye, de Elsa Baeza",Pepa Aniorte,8,7.0,8,7,7,,14.0,30 (7),0
6,12,"Que se mueran los feos, de Antonio Miquel Cervero ""Leslie"" (Los Sírex)",David Amor,4,5.0,4,5,6,,10.0,18 (4),0
6,12,"Sorry y Love Yourself, de Justin Bieber",Fran Dieli,5,6.0,6,4,5,,10.0,21 (5),0
6,12,"Say It Right, de Nelly Furtado",Lucía Gil,6,4.0,5,6,4,,10.0,21 (6),0
6,13,"When I Fall in Love, de Nat King Cole",Miquel Fernández,11,12.0,9,4,12,,22.0,36 (10),0
6,13,"Serenade, de Cristina Llanos (Dover)",Pepa Aniorte,12,10.0,11,11,11,,22.0,44 (11),0
6,13,"I love to love, de Tina Charles",Diana Navarro,9,6.0,10,8,9,,18.0,33 (9),0
6,13,"Earned It, de The Weeknd",Fran Dieli,10,11.0,12,12,6,,18.0,45 (12),0
6,13,"Toda, de Malú",Lucía Gil,5,8.0,8,10,10,,17.0,31 (7),0
6,13,"El cielo no entiende, de Jordi Sánchez (OBK)",Raúl Pérez,8,9.0,7,9,8,,16.0,33 (8),0
6,13,"Bailaré sobre tu tumba, de Miguel Costas (Siniestro Total)",David Amor,6,5.0,6,6,7,,12.0,23 (5),0
6,13,"No sé no sé, de José Sardaña (Rumba Tres)",La Terremoto de Alcorcón,7,7.0,5,7,4,,10.0,26 (6),0
6,13,"Fame, de Irene Cara (Fame)",Lucía Jiménez,4,4.0,4,5,5,,9.0,17 (4),0
6,14,"El amor, de Massiel",La Terremoto de Alcorcón,11,12.0,12,12,12,,24.0,47 (12),0
6,14,"Aunque tú no lo sepas, de Enrique Urquijo (Enrique Urquijo y Los Problemas)",Fran Dieli,12,10.0,11,11,11,,22.0,44 (11),0
6,14,"El rosario de mi madre, de María Dolores Pradera",Diana Navarro,9,9.0,9,9,10,,20.0,36 (10),0
6,14,"Breathless, de Andrea Corr (The Corrs)",Lucía Gil,10,8.0,7,5,9,,16.0,30 (7),0
6,14,"Historia de un amor, de Diego el Cigala",Raúl Pérez,7,7.0,10,10,8,,16.0,34 (8),0
6,14,"Dead Ringer for Love, de Meat Loaf con Ruth Lorenzo como Cher (Trae un amigo)",Miquel Fernández,8,11.0,8,8,7,,16.0,35 (9),0
6,14,"Stay, de Rihanna",Lucía Jiménez,5,6.0,5,7,6,,12.0,23 (6),0
6,14,"Hotline Bling, de Drake",David Amor,4,4.0,6,6,5,,10.0,20 (5),0
6,14,"Ni tú ni yo, de Jennifer Lopez",Pepa Aniorte,6,5.0,4,4,4,,8.0,19 (4),0
6,15,"Love Me, de Elvis Presley",Miquel Fernández,12,11.0,10,10,12,,23.0,43 (11),0
6,15,"Encrucijada, de Marifé de Triana",Diana Navarro,11,12.0,12,11,11,,23.0,46 (12),0
6,15,"Perfect, de Ed Sheeran",Fran Dieli,9,10.0,11,12,10,,20.0,42 (10),0
6,15,"Celos, de Tamara (Original y copia)",Pepa Aniorte,6,9.0,8,9,9,,17.0,32 (8),0
6,15,"Gitana, de Shakira",Lucía Gil,10,8.0,9,7,8,,17.0,34 (9),0
6,15,"Velaske, yo soi guapa?, de Margarita de Austria y Diego Velázquez (Playground Fire) (Dos en uno)",David Amor,8,7.0,7,8,7,,14.0,30 (7),0
6,15,"Time is Running Out, de Matt Bellamy (Muse)",Raúl Pérez,7,6.0,6,6,6,,12.0,25 (6),0
6,15,"Estando contigo, de Pepa Flores",Lucía Jiménez,4,4.0,4,5,5,,9.0,17 (4),0
6,15,"New Rules, de Dua Lipa",La Terremoto de Alcorcón,5,5.0,5,4,4,,9.0,19 (5),0
6,16,"Bailar pegados, de Sergio Dalma",Raúl Pérez,12,9.0,12,12,11,,23.0,45 (12),0
6,16,"Quédate conmigo, de Pastora Soler",Diana Navarro,10,12.0,10,9,12,,22.0,41 (10),0
6,16,"Vivo cantando, de Salomé",Pepa Aniorte,11,10.0,11,11,10,,21.0,43 (11),0
6,16,"Nel blu dipinto di blu (Volare), de Domenico Modugno",Miquel Fernández,9,11.0,9,10,8,,17.0,39 (9),0
6,16,"Dancing in the Rain, de Ruth Lorenzo",Fran Dieli,8,6.0,7,6,9,,16.0,27 (7),0
6,16,"La, la, la, de Massiel",La Terremoto de Alcorcón,7,5.0,8,8,7,,15.0,28 (8),0
6,16,"Waterloo, de Anni-Frid Lyngstad con Olga Hueso como Agnetha Fältskog (ABBA)",Lucía Jiménez,6,8.0,6,4,6,,12.0,24 (6),0
6,16,"Dime, de Beth",Lucía Gil,4,4.0,4,5,5,,9.0,17 (4),0
6,16,"A-ba-ni-bi, de Izhar Cohen",David Amor,5,7.0,5,7,4,,9.0,24 (5),0
6,17,"Cry me a river, de Justin Timberlake",Fran Dieli,11,12.0,12,11,12,,24.0,46 (12),0
6,17,"Lo eres todo, de Luz Casal",Pepa Aniorte,8,9.0,10,12,11,,21.0,39 (10),0
6,17,"Y sin embargo, de Joaquín Sabina",Raúl Pérez,12,10.0,11,10,9,,20.0,43 (11),0
6,17,"You Make Me Feel (Mighty Real), de Sylvester",Miquel Fernández,10,11.0,9,9,10,,19.0,39 (9),0
6,17,"Dreams, de Dolores O'Riordan (The Cranberries)",Lucía Gil,6,7.0,8,8,8,,15.0,29 (7),0
6,17,"Love Me Like You Do, de Ellie Goulding",Lucía Jiménez,9,8.0,7,7,7,,15.0,31 (8),0
6,17,"Inmensidad, de Mónica Naranjo",Diana Navarro,7,6.0,6,4,6,,12.0,23 (6),0
6,17,"Échame la culpa, de Luis Fonsi con Adriana Abenia como Demi Lovato (Trae un amigo)",David Amor,4,4.0,5,6,5,,10.0,19 (5),0
6,17,"Bailando, de María Isabel García Asensio (Paradisio)",La Terremoto de Alcorcón,5,5.0,4,5,4,,8.0,19 (4),0
6,18,"I Believe I Can Fly, de R Kelly",Miquel Fernández,10,11.0,11,8,12,,23.0,40 (11),0
6,18,"Gwendolyne, de Pitingo",Fran Dieli,11,12.0,12,12,11,,23.0,47 (12),0
6,18,"The Boy From Ipanema, de Ella Fitzgerald",Diana Navarro,8,9.0,8,9,10,,19.0,34 (9),0
6,18,"Tocaré, de Aurora Beltrán (Tahúres Zurdos)",Pepa Aniorte,12,10.0,10,7,9,,19.0,39 (10),0
6,18,"Better in Time, de Leona Lewis",Lucía Gil,6,6.0,9,11,8,,16.0,32 (8),0
6,18,"Torn, de Natalie Imbruglia",Lucía Jiménez,9,7.0,7,6,7,,13.0,29 (6),0
6,18,"Se nos rompió el amor, de Rocío Jurado",La Terremoto de Alcorcón,5,5.0,5,5,6,,11.0,20 (5),0
6,18,"Contigo soy feliz, de Nino Bravo",Raúl Pérez,7,8.0,6,10,4,,11.0,31 (7),0
6,18,"Arriba y abajo, de Coyote Dax",David Amor,4,4.0,4,4,5,,9.0,16 (4),0
6,19,"Tengo un trato, de Mala Rodríguez",Lucía Jiménez,9,12.0,12,12,10,,22.0,45 (12),0
6,19,"Only You (And You Alone), de Tony Williams (The Platters)",Fran Dieli,7,6.0,11,9,12,,21.0,33 (9),0
6,19,"Stop, de Sam Brown",Lucía Gil,10,10.0,10,10,11,,21.0,40 (10),0
6,19,"Diamonds are Forever, de Shirley Bassey",La Terremoto de Alcorcón,12,11.0,6,11,5,,16.0,40 (11),0
6,19,"Anytime You Need a Friend, de Mariah Carey",Diana Navarro,6,7.0,7,7,9,,15.0,27 (6),0
6,19,"El beso, de Esperanza Roy",Pepa Aniorte,5,8.0,8,8,7,,14.0,29 (7),0
6,19,"Te quiero igual, de Andrés Calamaro",Raúl Pérez,8,9.0,9,6,6,,14.0,32 (8),0
6,19,"Do You Remember Rock 'n' Roll Radio?, de Joey Ramone (Ramones)",David Amor,11,5.0,5,5,8,,13.0,26 (5),0
7,1,Swish Swish de Katy Perry,Soraya Arnelas,11,11.0,12,12,12,,24.0,46 (12),0
7,1,Fuego de Eleni Foureira,Mimi Doblas,10,8.0,11,9,11,,22.0,38 (11),0
7,1,Rock DJ de Robbie Williams,Jordi Coll,8,12.0,9,8,10,,19.0,37 (9),0
7,1,Blanco y negro de Malú,María Villalón,12,9.0,6,10,9,,19.0,37 (10),0
7,1,Chambea de Bad Bunny,Brays Efe,9,7.0,8,11,7,,15.0,35 (8),0
7,1,It's now or never de Elvis Presley,Carlos Baute,7,10.0,10,6,8,,15.0,33 (7),0
7,1,Dame tu cosita de El Chombo,Anabel Alonso,4,5.0,5,5,6,,11.0,19 (5),0
7,1,Pavo real de El Puma,José Corbacho,6,6.0,7,7,4,,10.0,26 (6),0
7,1,Have You Ever Seen the Rain? de Rod Stewart,Manu Sánchez,5,4.0,4,4,5,,9.0,17 (4),0
7,2,Tú y yo de Thalía,Mimi Doblas,12,11.0,11,12,12,,24.0,46 (12),0
7,2,Lo mal que estoy (y lo poco que me quejo) de El Kanka,Manu Sánchez,11,10.0,12,11,11,,22.0,44 (11),0
7,2,Jolene de Dolly Parton,Soraya Arnelas,10,9.0,10,10,9,,19.0,39 (10),0
7,2,Toy de Netta Barzilai,Brays Efe,6,8.0,8,8,10,,17.0,30 (7),0
7,2,Skyfall de Adele,María Villalón,7,12.0,9,4,8,,17.0,32 (9),0
7,2,Corazón de Maluma,Carlos Baute,9,7.0,7,9,5,,13.0,32 (8),0
7,2,Y yo sigo aquí de Paulina Rubio,Anabel Alonso,5,6.0,6,7,6,,12.0,24 (6),0
7,2,Será que no me amas de Luis Miguel,Jordi Coll,4,4.0,4,6,7,,11.0,18 (4),0
7,2,God Save the Queen de Johnny Rotten (Sex Pistols),José Corbacho,8,5.0,5,5,4,,9.0,23 (5),0
7,3,Sueños inalcanzables de Ángeles Muñoz (Camela),María Villalón,11,12.0,12,12,11,,23.0,47 (12),0
7,3,I Like It de Cardi B,Carlos Baute,10,11.0,9,11,12,,23.0,41 (11),0
7,3,Cómeme el donut de Jirafa Rey (Glitch Gyals) con Silvia Abril como Lapili (Trae un amigo),José Corbacho,12,9.0,8,6,9,,18.0,35 (9),0
7,3,It's Oh So Quiet de Björk,Mimi Doblas,9,10.0,11,10,8,,18.0,40 (10),0
7,3,Veneno de Isabel Pantoja,Soraya Arnelas,5,8.0,10,9,10,,18.0,32 (8),0
7,3,Wonderwall de Liam Gallagher (Oasis),Brays Efe,7,7.0,7,8,7,,14.0,29 (7),0
7,3,Freedom! '90 de George Michael,Jordi Coll,6,6.0,6,7,6,,12.0,25 (6),0
7,3,Mi novio es un zombi de Alaska (Alaska y Dinarama) (Te lo robo - Soraya Arnelas),Anabel Alonso,4,5.0,4,4,5,,9.0,17 (4),0
7,3,Vida loca de Pancho Céspedes,Manu Sánchez,8,4.0,5,5,4,,9.0,22 (5),0
7,4,I put a spell on you de Annie Lennox,Soraya Arnelas,12,12.0,11,12,12,,24.0,47 (12),0
7,4,Sin pijama de Natti Natasha con Ana Guerra como Becky G (Trae un amigo),Mimi Doblas,9,7.0,10,11,11,,20.0,37 (9),0
7,4,El Inspector Gadget de Inspector Gadget (El Inspector Gadget),Manu Sánchez,10,11.0,8,9,8,,18.0,38 (10),0
7,4,Sweet child o' mine de Axl Rose (Guns N' Roses),Carlos Baute,8,6.0,7,8,9,,17.0,29 (8),0
7,4,Aquarius de Raphael,José Corbacho,11,10.0,12,10,5,,16.0,43 (11),0
7,4,Nothing's gonna stop me now de Samantha Fox,Anabel Alonso,6,9.0,5,4,10,,15.0,24 (5),0
7,4,Un rayo de sol de Agustín Ramírez (Los Diablos),Brays Efe,7,5.0,9,5,7,,14.0,26 (7),0
7,4,Sopa fría de Carlos Tarque (M Clan),Jordi Coll,5,8.0,6,7,6,,12.0,26 (6),0
7,4,Me enamoré de Shakira,María Villalón,4,4.0,4,6,4,,8.0,18 (4),0
7,5,"Cocinero, cocinero de Antonio Molina",María Villalón,12,12.0,12,12,12,,24.0,48 (12),0
7,5,Malamente de Rosalía,Soraya Arnelas,10,11.0,11,11,11,,22.0,43 (11),0
7,5,El anillo de Jennifer Lopez,Mimi Doblas,11,10.0,10,9,10,,20.0,40 (10),0
7,5,Cachito de Nat King Cole,Carlos Baute,9,9.0,9,7,9,,18.0,34 (9),0
7,5,Hung Up de Madonna,Jordi Coll,8,8.0,7,8,8,,16.0,31 (8),0
7,5,Ese hombre de Rocío Jurado,Anabel Alonso,4,7.0,8,10,7,,14.0,29 (7),0
7,5,U Can't Touch This de MC Hammer,Manu Sánchez,5,6.0,6,6,6,,12.0,23 (6),0
7,5,Rock & roll en la plaza del pueblo de Alejo Stivel (Tequila) (Original y copia),José Corbacho,7,5.0,5,5,5,,10.0,22 (5),0
7,5,Your song de Rita Ora,Brays Efe,6,4.0,4,4,4,,8.0,18 (4),0
7,6,Cinco tres cinco tres cuatro cinco seis de Raffaella Carrà,Anabel Alonso,8,11.0,12,11,12,,23.0,42 (11),0
7,6,La flor de la canela de María Dolores Pradera,María Villalón,12,12.0,11,12,10,,22.0,47 (12),0
7,6,Beat it de Michael Jackson,Carlos Baute,9,9.0,6,9,11,,19.0,33 (8),0
7,6,Sin miedo a nada de Álex Ubago con Melody como Amaia Montero (Trae un amigo),Manu Sánchez,11,8.0,9,8,8,,18.0,36 (10),0
7,6,La quiero a morir de Manzanita,Brays Efe,10,10.0,8,7,7,,16.0,35 (9),0
7,6,One Kiss de Dua Lipa,Soraya Arnelas,6,6.0,10,10,9,,16.0,32 (7),0
7,6,La cintura de Álvaro Soler (Original y copia),Jordi Coll,5,7.0,7,6,5,,11.0,25 (6),0
7,6,American Idiot de Billie Joe Armstrong (Green Day) (Te lo robo - Carlos Baute),Mimi Doblas,7,4.0,5,5,6,,11.0,21 (5),0
7,6,La revolución sexual de Guille Milkyway (La Casa Azul),José Corbacho,4,5.0,4,4,4,,8.0,17 (4),0
7,7,Super Freak de Rick James,Jordi Coll,11,11.0,12,12,12,,24.0,46 (12),0
7,7,Recuérdame y Un poco loco de Miguel Rivera (Coco),Carlos Baute,9,12.0,11,8,11,,21.0,40 (10),0
7,7,Friends de Anne-Marie,María Villalón,12,10.0,10,11,10,,21.0,43 (11),0
7,7,Dirrty de Christina Aguilera,Mimi Doblas,10,9.0,9,9,9,,18.0,37 (9),0
7,7,Mambo tequila de Encarna Salazar con Bibiana Fernández como Toñi Salazar (Azúcar Moreno) (Trae un amigo),Anabel Alonso,8,7.0,8,4,7,,14.0,27 (7),0
7,7,Still Loving You de Klaus Meine (Scorpions),Soraya Arnelas,4,5.0,6,7,8,,14.0,22 (6),0
7,7,Ellos las prefieren gordas de Javier Gurruchaga (Orquesta Mondragón) (Te lo robo - José Corbacho),Manu Sánchez,7,8.0,7,10,4,,12.0,32 (8),0
7,7,De pata negra de Melody,José Corbacho,6,6.0,4,6,6,,11.0,22 (5),0
7,7,Besos en guerra de Juan Pablo Isaza (Morat),Brays Efe,5,4.0,5,5,5,,9.0,19 (4),0
7,8,I Try de Macy Gray,Mimi Doblas,10,10.0,11,9,12,,22.0,40 (10),0
7,8,Only the lonely de Roy Orbison,Jordi Coll,9,11.0,10,11,11,,22.0,41 (11),0
7,8,Where Have You Been de Rihanna,Soraya Arnelas,12,12.0,12,12,10,,22.0,48 (12),0
7,8,Eres diferente de Estela Raval (Los Cinco Latinos),Anabel Alonso,11,7.0,6,10,9,,18.0,34 (9),0
7,8,Mala mujer de C. Tangana,Brays Efe,7,9.0,9,8,7,,15.0,33 (8),0
7,8,Nada que perder de Conchita,María Villalón,8,8.0,8,7,8,,15.0,31 (7),0
7,8,La cosa más bella de Eros Ramazzotti,Carlos Baute,6,6.0,7,5,6,,12.0,24 (6),0
7,8,Súbeme la radio de Enrique Iglesias,José Corbacho,4,4.0,4,4,5,,9.0,16 (4),0
7,8,Ay qué gustito pa mis orejas de Raimundo Amador,Manu Sánchez,5,5.0,5,6,4,,9.0,21 (5),0
7,9,Treasure de Bruno Mars,Carlos Baute,10,12.0,12,11,12,,24.0,45 (12),0
7,9,Malo de Bebe,Mimi Doblas,11,11.0,11,12,11,,22.0,45 (11),0
7,9,Personal Jesus de Dave Gahan (Depeche Mode),Jordi Coll,12,10.0,10,8,10,,20.0,40 (10),0
7,9,Una estrella en mi jardín de Mari Trini (Te lo robo - Anabel Alonso),Soraya Arnelas,9,8.0,9,9,9,,18.0,35 (9),0
7,9,Symphony  de Zara Larsson,María Villalón,8,9.0,8,7,8,,16.0,32 (8),0
7,9,En tu cruz me clavaste de Chenoa,Anabel Alonso,5,5.0,5,6,7,,13.0,21 (6),0
7,9,Champú de huevo de Tino Casal,José Corbacho,7,7.0,7,10,5,,12.0,31 (7),0
7,9,Mira ven ven de Chayanne,Brays Efe,6,4.0,6,4,6,,11.0,20 (5),0
7,9,Esta vez de Cepeda (Original y copia),Manu Sánchez,4,6.0,4,5,4,,8.0,19 (4),0
7,10,A la pelota de Dolores Vargas,María Villalón,11,12.0,12,11,12,,24.0,46 (12),0
7,10,Demons y Radioactive de Dan Reynolds (Imagine Dragons),Jordi Coll,10,10.0,11,12,11,,22.0,43 (11),0
7,10,Young and Beautiful de Lana del Rey,Soraya Arnelas,12,11.0,9,10,10,,20.0,42 (10),0
7,10,Me dediqué a perderte de Alejandro Fernández,Manu Sánchez,9,9.0,6,9,8,,17.0,33 (9),0
7,10,Pégate de Ricky Martin,Carlos Baute,6,7.0,10,8,7,,15.0,31 (8),0
7,10,...Baby One More Time de Britney Spears,Mimi Doblas,5,6.0,7,5,9,,14.0,23 (5),0
7,10,Hey! de Julio Iglesias,Brays Efe,7,8.0,8,7,6,,13.0,30 (7),0
7,10,Mazinger Z de Mazinger Z (Mazinger Z),José Corbacho,8,5.0,5,6,5,,11.0,24 (6),0
7,10,Pobre secretaria de Daniela Romo,Anabel Alonso,4,4.0,4,4,4,,8.0,16 (4),0
7,11,Love Is a Losing Game de Amy Winehouse,Mimi Doblas,11,11.0,12,12,12,,24.0,46 (12),0
7,11,Fever y Disco Inferno de Tina Turner,José Corbacho,12,12.0,10,11,11,,22.0,45 (11),0
7,11,Ladies choice de Zac Efron (Hairspray),Carlos Baute,8,9.0,11,9,10,,20.0,37 (10),0
7,11,Nadie me ama de Sara Montiel,Brays Efe,10,8.0,7,10,8,,17.0,35 (9),0
7,11,Él no soy yo de Blas Cantó (Original y Copia),María Villalón,7,7.0,8,6,9,,16.0,28 (7),0
7,11,Get Outta My Way de Kylie Minogue,Soraya Arnelas,9,10.0,9,7,6,,14.0,35 (8),0
7,11,Él de  Lucía,Anabel Alonso,6,5.0,6,8,7,,13.0,25 (6),0
7,11,Al calor del amor en un bar de Jaime Urrutia (Gabinete Caligari) (Te lo robo - Brays Efe),Jordi Coll,4,6.0,5,4,5,,10.0,19 (5),0
7,11,She's a Lady de  Tom Jones,Manu Sánchez,5,4.0,4,5,4,,8.0,18 (4),0
7,12,Se me olvidó otra vez de Juan Gabriel (Te lo robo - Manu Sánchez),Carlos Baute,12,10.0,12,12,10,,22.0,46 (12),0
7,12,Je veux de Zaz,María Villalón,10,11.0,10,6,11,,21.0,37 (10),0
7,12,Gettin' Jiggy Wit It de Will Smith,Jordi Coll,7,8.0,8,11,12,,20.0,34 (8),0
7,12,En un mundo nuevo de Karina,Soraya Arnelas,11,12.0,11,10,9,,20.0,44 (11),0
7,12,Buttons de Nicole Scherzinger (Pussycat Dolls) con las bailarinas de Lola Indigo (Trae un amigo),Mimi Doblas,9,9.0,9,9,8,,17.0,36 (9),0
7,12,Dame otra oportunidad y Cántame de María del Monte,Brays Efe,6,7.0,6,7,7,,14.0,26 (7),0
7,12,Yé Ké Yé Ké de Mory Kanté,Anabel Alonso,8,6.0,5,5,6,,11.0,24 (5),0
7,12,Mi Salamanca de Rafael Farina,José Corbacho,5,5.0,7,8,5,,11.0,25 (6),0
7,12,Angelito de Carlos Baute,Manu Sánchez,4,4.0,4,4,4,,8.0,16 (4),0
7,13,Endless Love de Lionel Richie con Ruth Lorenzo como Diana Ross (Trae un amigo),Carlos Baute,12,12.0,12,12,12,,24.0,48 (12),0
7,13,Down de Junior,Mimi Doblas,10,6.0,10,11,10,,20.0,37 (10),0
7,13,Sunday Girl de Deborah Harry (Blondie),Soraya Arnelas,11,11.0,9,8,9,,20.0,39 (11),0
7,13,El sitio de mi recreo de Antonio Vega,Jordi Coll,8,10.0,8,7,11,,19.0,33 (8),0
7,13,Lose Yourself de Eminem,Brays Efe,7,9.0,7,9,8,,15.0,32 (7),0
7,13,Hasta el amanecer de Nicky Jam,María Villalón,6,7.0,11,10,6,,15.0,34 (9),0
7,13,Lady Veneno de Massiel,Anabel Alonso,9,8.0,6,6,7,,13.0,29 (6),0
7,13,This is love de Will.i.am con Lucía Gil como Eva Simons (Trae un amigo),José Corbacho,5,5.0,5,5,4,,9.0,20 (5),0
7,13,Yo debí enamorarme de tu madre de Bertín Osborne,Manu Sánchez,4,4.0,4,4,5,,9.0,16 (4),0
7,14,Puttin' on the Ritz de Fred Astaire,Carlos Baute,8,11.0,11,10,12,,22.0,40 (10),0
7,14,Song 2 de Damon Albarn (Blur),Jordi Coll,12,12.0,12,12,8,,20.0,48 (12),0
7,14,Queen of the night de Whitney Houston,Soraya Arnelas,10,9.0,10,9,11,,20.0,38 (9),0
7,14,Celoso de Lele Pons,María Villalón,7,8.0,7,8,10,,17.0,30 (7),0
7,14,Diamonds are a girl's best friend de Nicole Kidman (Moulin Rouge!),Mimi Doblas,9,7.0,9,7,9,,17.0,32 (8),0
7,14,"Hello, Dolly! y Rock Rockefeller de José Luis Moreno y Rockefeller",Brays Efe,11,10.0,8,11,4,,15.0,40 (11),0
7,14,La Llorona de Chavela Vargas,Manu Sánchez,6,6.0,6,6,7,,13.0,24 (6),0
7,14,Cabecita loca de Conchita Bautista,Anabel Alonso,4,4.0,5,4,6,,10.0,17 (4),0
7,14,Así me gusta a mí de Azuquita,José Corbacho,5,5.0,4,5,5,,10.0,19 (5),0
8,1,Soldi de Mahmood,Jorge González,11,12.0,12,11,12,,24.0,46 (12),0
8,1,Desátame de Mónica Naranjo,Cristina Ramos,12,11.0,11,8,10,,21.0,42 (11),0
8,1,Bad Guy de Billie Eilish,María Isabel,10,8.0,9,9,11,,20.0,36 (9),0
8,1,I only want to be with you de Dusty Springfield,Nerea Rodríguez,8,9.0,10,10,9,,19.0,37 (10),0
8,1,Que te quería de Natalia Jiménez (La Quinta Estación),Rocío Madrid,6,7.0,7,6,8,,14.0,26 (6),0
8,1,Contando lunares de Don Patricio y Cruz Cafuné,Gemeliers,9,10.0,8,5,6,,14.0,32 (8),0
8,1,Con calma de Daddy Yankee,El Monaguillo,7,6.0,6,4,7,,12.0,23 (5),0
8,1,"Mamá, dame cien pesetas de Raffaella Carrà",Mario Vaquerizo,5,5.0,5,12,5,,12.0,27 (7),0
8,1,True Blue de Madonna,Belinda Washington,4,4.0,4,7,4,,8.0,19 (4),0
